"ZipCode","MedianIncome"
"29505","53009"
"29506","32415"
"29510","27558"
"29511","42116"
"29512","29893"
"29516","33244"
"29518","38824"
"29519","22888"
"29520","29693"
"29525","21250"
"29526","40864"
"29527","36767"
"29530","35846"
"29532","31166"
"29536","27012"
"29540","37188"
"29541","46102"
"29543","34364"
"29544","39853"
"29545","37939"
"29546","25906"
"29547","28828"
"29550","40957"
"29554","33414"
"29555","38750"
"29556","28777"
"29560","30177"
"29563","27848"
"29564","21375"
"29565","28118"
"29566","41979"
"29567","32386"
"29568","45267"
"29569","35590"
"29570","26275"
"29571","30089"
"29572","51982"
"29574","30304"
"29575","45008"
"29576","47111"
"29577","36340"
"29579","49102"
"29580","20368"
"29581","34185"
"29582","45288"
"29583","41780"
"29584","27294"
"29585","58083"
"29588","43739"
"29590","19753"
"29591","34375"
"29592","37411"
"29593","37541"
"29594","31667"
"29596","29560"
"29601","32355"
"29605","40840"
"29607","48923"
"29609","40018"
"29611","28086"
"29613","-"
"29614","27143"
"29615","50394"
"29617","35417"
"29620","33066"
"29621","48874"
"29624","21246"
"29625","42199"
"29626","39244"
"29627","40032"
"29628","32109"
"29630","31748"
"29631","38017"
"29634","3449"
"29635","60897"
"29638","37276"
"29639","40521"
"29640","41092"
"29642","57184"
"29643","55268"
"29644","48763"
"29645","44365"
"29646","27757"
"29649","46818"
"29650","67939"
"29651","49682"
"29653","41544"
"29654","40742"
"29655","35538"
"29657","39844"
"29658","38618"
"29659","15682"
"29661","37689"
"29662","51222"
"29664","46375"
"29665","-"
"29666","36462"
"29667","30625"
"29669","41953"
"29670","40069"
"29671","43222"
"29672","63266"
"29673","44648"
"29676","51510"
"29678","35804"
"29680","66320"
"29681","80602"
"29682","39544"
"29683","53665"
"29684","35940"
"29685","79000"
"29686","53750"
"29687","50791"
"29689","58148"
"29690","48994"
"29691","35348"
"29692","36421"
"29693","33375"
"29696","46154"
"29697","46587"
"29702","32351"
"29704","46942"
"29706","31239"
"29707","61745"
"29708","95127"
"29709","41161"
"29710","58605"
"29712","47434"
"29714","27941"
"29715","67982"
"29717","50313"
"29718","30625"
"29720","35787"
"29724","-"
"29726","43450"
"29727","51406"
"29728","30157"
"29729","46719"
"29730","37033"
"29732","54845"
"29733","-"
"29741","37381"
"29742","43830"
"29743","36518"
"29745","49001"
"29801","37848"
"29803","64542"
"29805","39846"
"29809","34063"
"29810","23841"
"29812","34395"
"29816","22984"
"29817","30397"
"29819","44097"
"29821","58542"
"29824","40968"
"29826","19250"
"29827","25344"
"29828","28500"
"29829","51155"
"29831","39383"
"29832","34263"
"29834","27313"
"29835","38339"
"29836","47961"
"29838","55268"
"29840","16635"
"29841","48800"
"29842","32143"
"29843","32083"
"29844","45795"
"29845","37609"
"29847","43045"
"29848","45446"
"29849","25417"
"29850","26299"
"29851","33584"
"29853","36739"
"29856","29770"
"29860","65665"
"29899","-"
"29902","48574"
"29904","-"
"29905","49737"
"29906","43961"
"29907","63817"
"29909","66512"
"29910","59900"
"29911","31321"
"29912","-"
"29915","79375"
"29916","34676"
"29918","36188"
"29920","50326"
"29921","29625"
"29922","33097"
"29923","25500"
"29924","38750"
"29926","69284"
"29927","40231"
"29928","69610"
"29929","44100"
"29932","31513"
"29934","36683"
"29935","41393"
"29936","37129"
"29939","20688"
"29940","40093"
"29941","37872"
"29943","32235"
"29944","38387"
"29945","24928"
"30002","47297"
"30004","96036"
"30005","102174"
"30008","44246"
"30009","75379"
"30011","58146"
"30012","41987"
"30013","51184"
"30014","44316"
"30016","50869"
"30017","82435"
"30019","82132"
"30021","30838"
"30022","97819"
"30024","100690"
"30025","51012"
"30028","70713"
"30030","68171"
"30032","32264"
"30033","59780"
"30034","46815"
"30035","40882"
"30038","47025"
"30039","56791"
"30040","82234"
"30041","96439"
"30043","66486"
"30044","51604"
"30045","75884"
"30046","45117"
"30047","66955"
"30052","64993"
"30054","60752"
"30055","60596"
"30056","49474"
"30058","46459"
"30060","37162"
"30062","87302"
"30064","75597"
"30066","80409"
"30067","49933"
"30068","99036"
"30070","34375"
"30071","40729"
"30072","54539"
"30075","101744"
"30076","69426"
"30078","63288"
"30079","32121"
"30080","51697"
"30082","70023"
"30083","39335"
"30084","54486"
"30087","67420"
"30088","46606"
"30092","61683"
"30093","34822"
"30094","59841"
"30096","49441"
"30097","98663"
"30101","74094"
"30102","60625"
"30103","46909"
"30104","42188"
"30105","61023"
"30106","44120"
"30107","65475"
"30108","39832"
"30110","46449"
"30113","31799"
"30114","60743"
"30115","70383"
"30116","49203"
"30117","35593"
"30118","-"
"30120","45619"
"30121","45007"
"30122","44843"
"30124","40795"
"30125","38812"
"30126","66525"
"30127","72406"
"30132","63988"
"30134","46357"
"30135","61799"
"30137","56750"
"30139","34451"
"30141","55819"
"30143","52720"
"30144","58492"
"30145","61335"
"30147","37522"
"30148","41467"
"30149","-"
"30152","75257"
"30153","43327"
"30157","60152"
"30161","38671"
"30164","-"
"30165","41844"
"30168","36789"
"30170","55938"
"30171","63849"
"30173","44942"
"30175","45335"
"30176","39605"
"30177","34970"
"30178","70595"
"30179","47773"
"30180","57444"
"30182","40913"
"30183","54519"
"30184","63681"
"30185","53396"
"30187","67826"
"30188","68727"
"30189","77930"
"30204","35338"
"30205","79514"
"30206","52824"
"30213","51602"
"30214","64070"
"30215","89095"
"30216","50670"
"30217","39750"
"30218","37841"
"30220","46404"
"30222","32028"
"30223","34480"
"30224","45773"
"30228","54875"
"30230","37796"
"30233","47660"
"30234","48083"
"30236","41368"
"30238","43344"
"30240","45488"
"30241","42745"
"30248","67042"
"30250","-"
"30251","35294"
"30252","71716"
"30253","57386"
"30256","50972"
"30257","50115"
"30258","46563"
"30259","54048"
"30260","41632"
"30263","48860"
"30265","73449"
"30268","50190"
"30269","85836"
"30273","46196"
"30274","37634"
"30275","-"
"30276","66062"
"30277","74878"
"30281","52666"
"30284","67292"
"30285","50781"
"30286","33203"
"30288","48347"
"30289","26500"
"30290","85383"
"30291","35052"
"30292","62500"
"30293","39802"
"30294","57944"
"30295","39574"
"30296","50371"
"30297","30750"
"30303","19224"
"30305","90095"
"30306","83903"
"30307","79563"
"30308","52424"
"30309","71174"
"30310","24664"
"30311","26665"
"30312","39653"
"30313","39583"
"30314","22900"
"30315","21280"
"30316","46977"
"30317","53922"
"30318","40236"
"30319","84937"
"30322","-"
"30324","60871"
"30326","81498"
"30327","147852"
"30328","72852"
"30329","45547"
"30331","40847"
"30332","-"
"30334","-"
"30336","37917"
"30337","27862"
"30338","86008"
"30339","64624"
"30340","40054"
"30341","51927"
"30342","65155"
"30344","37324"
"30345","65010"
"30346","64615"
"30349","43379"
"30350","52178"
"30354","26373"
"30360","49291"
"30363","70802"
"30401","33064"
"30410","42750"
"30411","35078"
"30412","68125"
"30413","48036"
"30415","40811"
"30417","38011"
"30420","29500"
"30421","34076"
"30423","50893"
"30425","36875"
"30426","27375"
"30427","43143"
"30428","24621"
"30429","43654"
"30434","24504"
"30436","27882"
"30438","55938"
"30439","30649"
"30441","37300"
"30442","27403"
"30445","30048"
"30446","48750"
"30448","51000"
"30449","36750"
"30450","32793"
"30451","26250"
"30452","36970"
"30453","26331"
"30454","38490"
"30455","28958"
"30456","46116"
"30457","38613"
"30458","27984"
"30460","-"
"30461","54474"
"30464","28438"
"30467","33852"
"30470","36771"
"30471","28826"
"30473","39125"
"30474","31907"
"30475","-"
"30477","21046"
"30501","34574"
"30504","41664"
"30506","61978"
"30507","43550"
"30510","36343"
"30511","43866"
"30512","37471"
"30513","31818"
"30516","39375"
"30517","71627"
"30518","63889"
"30519","71028"
"30520","30846"
"30521","35506"
"30522","31806"
"30523","44287"
"30525","32974"
"30527","64323"
"30528","38453"
"30529","40239"
"30530","45625"
"30531","35332"
"30533","42327"
"30534","53731"
"30535","44914"
"30536","40686"
"30537","45313"
"30538","42145"
"30540","39340"
"30541","52539"
"30542","66354"
"30543","48548"
"30545","34333"
"30546","37036"
"30547","37500"
"30548","78401"
"30549","58813"
"30552","27500"
"30553","37031"
"30554","49991"
"30555","25875"
"30557","42969"
"30558","41353"
"30559","42344"
"30560","37377"
"30562","20250"
"30563","46332"
"30564","65588"
"30565","48533"
"30566","48951"
"30567","44306"
"30568","42614"
"30571","54351"
"30572","31198"
"30573","126958"
"30575","26213"
"30576","35357"
"30577","39265"
"30581","-"
"30582","43333"
"30601","21649"
"30602","-"
"30605","32493"
"30606","39790"
"30607","44758"
"30609","-"
"30619","52321"
"30620","63776"
"30621","76224"
"30622","62022"
"30623","31250"
"30624","40953"
"30625","51080"
"30627","33980"
"30628","47311"
"30629","38250"
"30630","48750"
"30631","24728"
"30633","43125"
"30634","25574"
"30635","34169"
"30641","69622"
"30642","45515"
"30643","37529"
"30646","46181"
"30648","43271"
"30650","48659"
"30655","43743"
"30656","52472"
"30660","34706"
"30662","32379"
"30663","50417"
"30664","25625"
"30665","30625"
"30666","54989"
"30667","39128"
"30668","27212"
"30669","30610"
"30673","30982"
"30677","69356"
"30678","33427"
"30680","51559"
"30683","52769"
"30701","43218"
"30705","34416"
"30707","40746"
"30708","59041"
"30710","43480"
"30711","32972"
"30720","43102"
"30721","35628"
"30725","51998"
"30726","-"
"30728","37516"
"30730","36422"
"30731","35852"
"30733","40640"
"30734","44191"
"30735","41299"
"30736","58744"
"30738","50673"
"30739","64315"
"30740","55182"
"30741","33305"
"30742","33200"
"30746","50724"
"30747","32487"
"30750","70662"
"30751","49038"
"30752","43675"
"30753","34415"
"30755","41113"
"30756","53375"
"30757","33611"
"30802","60227"
"30803","24375"
"30805","29904"
"30807","53661"
"30808","43550"
"30809","86732"
"30810","34722"
"30812","-"
"30813","61267"
"30814","39960"
"30815","50381"
"30816","45078"
"30817","35114"
"30818","41690"
"30820","49300"
"30821","23269"
"30822","30729"
"30823","31413"
"30824","35962"
"30828","29107"
"30830","31136"
"30833","29282"
"30901","16619"
"30903","95625"
"30904","32786"
"30905","49415"
"30906","33909"
"30907","62866"
"30909","41716"
"30912","-"
"31001","31429"
"31002","41809"
"31003","63750"
"31005","72593"
"31006","35521"
"31007","28545"
"31008","52466"
"31009","26458"
"31011","47981"
"31012","45870"
"31014","33785"
"31015","35851"
"31016","37125"
"31017","39792"
"31018","42341"
"31019","42865"
"31020","26419"
"31021","34978"
"31022","51250"
"31023","33070"
"31024","43422"
"31025","67105"
"31027","28913"
"31028","56063"
"31029","46971"
"31030","32114"
"31031","38246"
"31032","56747"
"31033","32927"
"31035","41513"
"31036","40139"
"31037","25815"
"31038","44899"
"31039","-"
"31041","29063"
"31042","42366"
"31044","24609"
"31045","11696"
"31046","51701"
"31047","80307"
"31049","44211"
"31050","49145"
"31051","20714"
"31052","62524"
"31054","32679"
"31055","28959"
"31057","32167"
"31058","30967"
"31060","35769"
"31061","32223"
"31062","-"
"31063","27254"
"31064","41166"
"31065","29327"
"31066","62772"
"31067","41250"
"31068","32560"
"31069","53085"
"31070","26364"
"31071","31250"
"31072","40365"
"31075","42539"
"31076","31167"
"31077","34615"
"31078","45278"
"31079","33864"
"31081","25877"
"31082","30436"
"31083","41667"
"31084","2,500-"
"31085","39650"
"31087","24514"
"31088","58539"
"31089","32578"
"31090","31481"
"31091","24635"
"31092","29059"
"31093","33984"
"31094","39087"
"31096","36156"
"31097","58077"
"31098","53714"
"31201","16844"
"31204","26599"
"31206","22318"
"31207","-"
"31210","60140"
"31211","38579"
"31213","-"
"31216","60207"
"31217","32892"
"31220","55192"
"31301","40806"
"31302","60395"
"31303","39922"
"31304","-"
"31305","41017"
"31307","37148"
"31308","45370"
"31309","44056"
"31312","69682"
"31313","45408"
"31314","-"
"31315","35208"
"31316","50092"
"31318","112527"
"31320","50435"
"31321","47917"
"31322","65958"
"31323","44342"
"31324","79520"
"31326","68539"
"31327","-"
"31328","55208"
"31329","50844"
"31331","47072"
"31401","25313"
"31404","31712"
"31405","44098"
"31406","44454"
"31407","66766"
"31408","30740"
"31409","-"
"31410","69223"
"31411","109614"
"31415","24471"
"31419","49746"
"31501","32240"
"31503","36759"
"31510","38563"
"31512","44110"
"31513","38535"
"31516","40588"
"31518","38029"
"31519","32469"
"31520","27670"
"31522","69069"
"31523","62401"
"31524","-"
"31525","44338"
"31527","62244"
"31532","31900"
"31533","32216"
"31535","40336"
"31537","44132"
"31539","36647"
"31542","30446"
"31543","47628"
"31544","26375"
"31545","36438"
"31546","38521"
"31547","45938"
"31548","56404"
"31549","20972"
"31550","36293"
"31551","47694"
"31552","41350"
"31553","32204"
"31554","34967"
"31555","44018"
"31556","18750"
"31557","40161"
"31558","51025"
"31560","38229"
"31561","25625"
"31562","29583"
"31563","41513"
"31565","49178"
"31566","41228"
"31567","28250"
"31568","40714"
"31569","52885"
"31601","24629"
"31602","36958"
"31605","50533"
"31606","41514"
"31620","37078"
"31622","35833"
"31623","51250"
"31624","39650"
"31625","21280"
"31626","37353"
"31627","33750"
"31629","30347"
"31630","14323"
"31631","36591"
"31632","53812"
"31634","30625"
"31635","29661"
"31636","46887"
"31637","32218"
"31638","24969"
"31639","30940"
"31641","45571"
"31642","26859"
"31643","31722"
"31645","34148"
"31647","33564"
"31648","24524"
"31649","40813"
"31650","24745"
"31698","-"
"31699","-"
"31701","20255"
"31705","27266"
"31707","34257"
"31709","35090"
"31711","32845"
"31712","47566"
"31714","27188"
"31716","31500"
"31719","32358"
"31720","25329"
"31721","60094"
"31722","21458"
"31730","31393"
"31733","46813"
"31735","45165"
"31738","40324"
"31743","30777"
"31744","35590"
"31747","19688"
"31749","35441"
"31750","32218"
"31756","33500"
"31757","44346"
"31763","59925"
"31764","37250"
"31765","30524"
"31768","30821"
"31771","34138"
"31772","34453"
"31773","40735"
"31774","29957"
"31775","23245"
"31778","36511"
"31779","28435"
"31780","28036"
"31781","39509"
"31783","36445"
"31784","35729"
"31787","30761"
"31788","34577"
"31789","33472"
"31790","41417"
"31791","39552"
"31792","33628"
"31793","51343"
"31794","31296"
"31795","47313"
"31796","30000"
"31798","51399"
"31801","35455"
"31803","36362"
"31804","90847"
"31805","34048"
"31806","38835"
"31807","76447"
"31808","85543"
"31810","20313"
"31811","53403"
"31812","17436"
"31814","42688"
"31815","31066"
"31816","29950"
"31820","101667"
"31821","20909"
"31822","48810"
"31823","35179"
"31824","31941"
"31825","20172"
"31826","41447"
"31827","31212"
"31829","102022"
"31830","38780"
"31831","56538"
"31832","52455"
"31833","35301"
"31836","33125"
"31901","15405"
"31903","23067"
"31904","44751"
"31905","51438"
"31906","35239"
"31907","39454"
"31909","55814"
"32003","88672"
"32008","33750"
"32009","57183"
"32011","55882"
"32024","39773"
"32025","40532"
"32026","-"
"32033","46959"
"32034","61446"
"32038","41658"
"32040","61080"
"32043","56332"
"32044","36944"
"32046","46479"
"32052","37024"
"32053","36406"
"32054","40664"
"32055","37038"
"32058","39750"
"32059","41397"
"32060","43364"
"32061","66250"
"32062","34754"
"32063","45773"
"32064","22018"
"32065","63572"
"32066","37330"
"32068","54249"
"32071","33056"
"32072","52250"
"32073","55642"
"32079","33523"
"32080","58413"
"32081","85448"
"32082","84810"
"32083","42364"
"32084","39550"
"32086","52000"
"32087","37472"
"32091","38980"
"32092","81503"
"32094","43297"
"32095","69429"
"32096","27380"
"32097","54403"
"32102","30000"
"32110","37500"
"32112","30179"
"32113","35244"
"32114","24783"
"32117","25744"
"32118","37063"
"32119","35342"
"32124","48990"
"32127","44810"
"32128","62852"
"32129","39940"
"32130","47184"
"32131","44561"
"32132","42888"
"32133","-"
"32134","37005"
"32136","50476"
"32137","51969"
"32139","22005"
"32140","47500"
"32141","44352"
"32145","43511"
"32147","20147"
"32148","28197"
"32157","58203"
"32159","42064"
"32162","56780"
"32164","46357"
"32168","45613"
"32169","57486"
"32174","46926"
"32176","42340"
"32177","32937"
"32179","31543"
"32180","37061"
"32181","27337"
"32187","33519"
"32189","33797"
"32190","40781"
"32193","31394"
"32195","55560"
"32202","14219"
"32204","34417"
"32205","41375"
"32206","24087"
"32207","38379"
"32208","33339"
"32209","21532"
"32210","41942"
"32211","37110"
"32212","54091"
"32216","47339"
"32217","45010"
"32218","47401"
"32219","37408"
"32220","51228"
"32221","57071"
"32222","62134"
"32223","77391"
"32224","59511"
"32225","62405"
"32226","72201"
"32227","39875"
"32228","-"
"32233","51785"
"32234","48430"
"32244","47313"
"32246","51423"
"32250","58353"
"32254","26313"
"32256","54666"
"32257","52321"
"32258","82879"
"32259","99152"
"32266","67386"
"32277","42412"
"32301","38912"
"32303","44840"
"32304","18154"
"32305","35160"
"32308","50191"
"32309","81354"
"32310","29230"
"32311","64607"
"32312","92360"
"32317","90465"
"32320","38415"
"32321","38165"
"32322","35186"
"32323","21458"
"32324","33365"
"32327","55044"
"32328","43871"
"32330","29167"
"32331","37868"
"32332","32744"
"32333","46682"
"32334","44545"
"32336","39537"
"32340","31480"
"32343","46995"
"32344","42459"
"32346","36989"
"32347","38171"
"32348","36771"
"32350","32837"
"32351","30797"
"32352","40797"
"32355","51719"
"32356","24492"
"32358","41904"
"32359","33750"
"32361","79500"
"32399","-"
"32401","36006"
"32403","54559"
"32404","51116"
"32405","41854"
"32407","51152"
"32408","49450"
"32409","48419"
"32410","53125"
"32413","55177"
"32420","31659"
"32421","36042"
"32423","54688"
"32424","30582"
"32425","35853"
"32426","25139"
"32427","36324"
"32428","38010"
"32430","39688"
"32431","34010"
"32432","-"
"32433","33706"
"32435","29154"
"32437","38771"
"32438","39037"
"32439","50355"
"32440","35245"
"32442","39152"
"32443","40428"
"32444","60503"
"32445","33409"
"32446","44655"
"32447","-"
"32448","26628"
"32449","37125"
"32455","24935"
"32456","41533"
"32459","59745"
"32460","34400"
"32461","-"
"32462","40865"
"32463","27500"
"32464","41940"
"32465","40587"
"32466","44761"
"32501","28915"
"32502","35156"
"32503","46432"
"32504","46535"
"32505","33725"
"32506","42093"
"32507","44845"
"32508","49792"
"32509","-"
"32511","-"
"32514","44353"
"32526","52247"
"32530","-"
"32531","59121"
"32533","57146"
"32534","46826"
"32535","30161"
"32536","58988"
"32539","51550"
"32541","66360"
"32542","45278"
"32544","32500"
"32547","46385"
"32548","50158"
"32550","53886"
"32561","86659"
"32563","65295"
"32564","36636"
"32565","47127"
"32566","66790"
"32567","40516"
"32568","49607"
"32569","53514"
"32570","47198"
"32571","65621"
"32577","56577"
"32578","73139"
"32579","60041"
"32580","61571"
"32583","50867"
"32601","24106"
"32603","18853"
"32605","66444"
"32606","54367"
"32607","33843"
"32608","40147"
"32609","33218"
"32612","-"
"32615","53967"
"32616","30152"
"32617","41210"
"32618","44578"
"32619","39278"
"32621","28568"
"32622","56406"
"32625","45625"
"32626","35177"
"32628","42628"
"32631","70543"
"32639","-"
"32640","36140"
"32641","26909"
"32643","50269"
"32648","35750"
"32653","63607"
"32656","45879"
"32658","36875"
"32664","38542"
"32666","48007"
"32667","43980"
"32668","43658"
"32669","62741"
"32680","31162"
"32681","-"
"32683","50186"
"32686","38141"
"32692","57454"
"32693","40313"
"32694","36480"
"32696","38764"
"32697","31172"
"32701","52159"
"32702","29254"
"32703","47125"
"32707","48192"
"32708","63730"
"32709","43869"
"32712","60139"
"32713","51964"
"32714","48026"
"32720","41270"
"32724","43248"
"32725","42159"
"32726","35396"
"32730","42133"
"32732","45850"
"32735","45280"
"32736","57555"
"32738","47436"
"32744","44929"
"32746","74426"
"32750","61109"
"32751","71722"
"32754","50158"
"32757","51697"
"32759","31080"
"32763","35499"
"32764","42850"
"32765","67285"
"32766","84355"
"32767","35191"
"32771","47626"
"32773","42087"
"32776","67964"
"32778","40320"
"32779","83052"
"32780","42456"
"32784","39726"
"32789","63033"
"32792","40689"
"32796","42580"
"32798","35216"
"32801","49060"
"32803","53791"
"32804","61654"
"32805","23687"
"32806","51756"
"32807","35668"
"32808","33738"
"32809","33356"
"32810","42801"
"32811","33425"
"32812","46154"
"32814","102040"
"32817","47881"
"32818","39425"
"32819","62431"
"32820","59072"
"32821","44840"
"32822","32554"
"32824","47823"
"32825","51063"
"32826","41898"
"32827","88936"
"32828","62169"
"32829","63268"
"32830","-"
"32831","43704"
"32832","77553"
"32833","61865"
"32835","49426"
"32836","76810"
"32837","54945"
"32839","31533"
"32901","28364"
"32903","66015"
"32904","52756"
"32905","32590"
"32907","47962"
"32908","47859"
"32909","47362"
"32920","41830"
"32922","25973"
"32925","59432"
"32926","45162"
"32927","54667"
"32931","50763"
"32934","65867"
"32935","41432"
"32937","61219"
"32940","72640"
"32948","30522"
"32949","57692"
"32950","66277"
"32951","59182"
"32952","62446"
"32953","49925"
"32955","62112"
"32958","43046"
"32960","31632"
"32962","38932"
"32963","96272"
"32966","43845"
"32967","40417"
"32968","63042"
"32970","9408"
"32976","32079"
"33001","53571"
"33004","38047"
"33009","33212"
"33010","22530"
"33012","32670"
"33013","30272"
"33014","37098"
"33015","50914"
"33016","40843"
"33018","51701"
"33019","70593"
"33020","35904"
"33021","51478"
"33023","42204"
"33024","50800"
"33025","53857"
"33026","68283"
"33027","63513"
"33028","90410"
"33029","89587"
"33030","27553"
"33031","54446"
"33032","43296"
"33033","43689"
"33034","29063"
"33035","54714"
"33036","56305"
"33037","59682"
"33039","34167"
"33040","53581"
"33042","71303"
"33043","59107"
"33050","49161"
"33051","61599"
"33054","25083"
"33055","39429"
"33056","41748"
"33060","38583"
"33062","57348"
"33063","43633"
"33064","41203"
"33065","48704"
"33066","43197"
"33067","91446"
"33068","44445"
"33069","35617"
"33070","58100"
"33071","75793"
"33073","66935"
"33076","114916"
"33101","-"
"33109","250,000+"
"33122","-"
"33125","23887"
"33126","32665"
"33127","23652"
"33128","18975"
"33129","59192"
"33130","23440"
"33131","80055"
"33132","55560"
"33133","59226"
"33134","53841"
"33135","22329"
"33136","20903"
"33137","48887"
"33138","40167"
"33139","43972"
"33140","57500"
"33141","36560"
"33142","22127"
"33143","65489"
"33144","33783"
"33145","36959"
"33146","113835"
"33147","27852"
"33149","121023"
"33150","26716"
"33154","60833"
"33155","55827"
"33156","96299"
"33157","60760"
"33158","138257"
"33160","47451"
"33161","32623"
"33162","38090"
"33165","43248"
"33166","46667"
"33167","36131"
"33168","42794"
"33169","38907"
"33170","43303"
"33172","42126"
"33173","55426"
"33174","37027"
"33175","49212"
"33176","60722"
"33177","54328"
"33178","75139"
"33179","43971"
"33180","64882"
"33181","38097"
"33182","65119"
"33183","50429"
"33184","49944"
"33185","75832"
"33186","62356"
"33187","66513"
"33189","46389"
"33190","50261"
"33193","49945"
"33194","71620"
"33196","65727"
"33301","76343"
"33304","44954"
"33305","53069"
"33306","73889"
"33308","61101"
"33309","46474"
"33311","31001"
"33312","48879"
"33313","34282"
"33314","36955"
"33315","51569"
"33316","54033"
"33317","60835"
"33319","39451"
"33321","43938"
"33322","47728"
"33323","80288"
"33324","58193"
"33325","77441"
"33326","78481"
"33327","118025"
"33328","77654"
"33330","97240"
"33331","92835"
"33332","119375"
"33334","46411"
"33351","54582"
"33401","41535"
"33403","36804"
"33404","35728"
"33405","41848"
"33406","45614"
"33407","33241"
"33408","56301"
"33409","42654"
"33410","60805"
"33411","61552"
"33412","88318"
"33413","52764"
"33414","79592"
"33415","36463"
"33417","30330"
"33418","76297"
"33426","50510"
"33428","60929"
"33430","31402"
"33431","65536"
"33432","58972"
"33433","54803"
"33434","50594"
"33435","37500"
"33436","51942"
"33437","54680"
"33438","25729"
"33440","36278"
"33441","36792"
"33442","40646"
"33444","45513"
"33445","51835"
"33446","49284"
"33449","92958"
"33455","51931"
"33458","68857"
"33460","38023"
"33461","33305"
"33462","46411"
"33463","52279"
"33467","63934"
"33469","68133"
"33470","73306"
"33471","32254"
"33472","64865"
"33473","133365"
"33476","25650"
"33477","76738"
"33478","94041"
"33480","94559"
"33483","61020"
"33484","35671"
"33486","76759"
"33487","73831"
"33493","35250"
"33496","78272"
"33498","82641"
"33503","30700"
"33510","52833"
"33511","53167"
"33513","34572"
"33514","36786"
"33521","28594"
"33523","35165"
"33525","44382"
"33527","49284"
"33534","42680"
"33538","32387"
"33540","42266"
"33541","39048"
"33542","33078"
"33543","70439"
"33544","74234"
"33545","68741"
"33547","93279"
"33548","90682"
"33549","55956"
"33556","89258"
"33558","69325"
"33559","56842"
"33563","38717"
"33565","48826"
"33566","51528"
"33567","47226"
"33569","63985"
"33570","42446"
"33572","69534"
"33573","42897"
"33576","49533"
"33578","56027"
"33579","76195"
"33584","55552"
"33585","48810"
"33592","37440"
"33594","61411"
"33596","92905"
"33597","35554"
"33598","43285"
"33602","64486"
"33603","34580"
"33604","32224"
"33605","26363"
"33606","62657"
"33607","36047"
"33609","58091"
"33610","30036"
"33611","54327"
"33612","28309"
"33613","27286"
"33614","34038"
"33615","47617"
"33616","48595"
"33617","37407"
"33618","59515"
"33619","32868"
"33620","-"
"33621","57857"
"33624","62141"
"33625","58778"
"33626","101119"
"33629","98042"
"33634","49756"
"33635","56383"
"33637","44767"
"33647","73373"
"33701","33360"
"33702","48175"
"33703","59698"
"33704","63345"
"33705","36937"
"33706","63364"
"33707","41247"
"33708","51688"
"33709","35468"
"33710","51277"
"33711","35116"
"33712","34194"
"33713","45960"
"33714","31234"
"33715","74678"
"33716","47140"
"33744","-"
"33755","39085"
"33756","37144"
"33759","44962"
"33760","42500"
"33761","50975"
"33762","55071"
"33763","37594"
"33764","48336"
"33765","40417"
"33767","55893"
"33770","40502"
"33771","36432"
"33772","45215"
"33773","47451"
"33774","48497"
"33776","66913"
"33777","50957"
"33778","42719"
"33781","38759"
"33782","45483"
"33785","56033"
"33786","81522"
"33801","33302"
"33803","45057"
"33805","31923"
"33809","46380"
"33810","52158"
"33811","53662"
"33812","62414"
"33813","73770"
"33815","29469"
"33823","39261"
"33825","35256"
"33827","39605"
"33830","42509"
"33834","32654"
"33837","50080"
"33838","40587"
"33839","39219"
"33841","43239"
"33843","39853"
"33844","33493"
"33847","33409"
"33848","24563"
"33849","57260"
"33850","33458"
"33851","43611"
"33852","37594"
"33853","31318"
"33854","22283"
"33855","-"
"33856","29276"
"33857","29129"
"33859","37546"
"33860","45656"
"33865","33856"
"33867","41587"
"33868","46984"
"33870","30499"
"33872","39281"
"33873","38648"
"33875","42614"
"33876","43413"
"33877","20573"
"33880","40008"
"33881","35927"
"33884","53945"
"33890","35702"
"33896","51717"
"33897","50829"
"33898","38155"
"33901","31275"
"33903","36421"
"33904","47156"
"33905","39580"
"33907","37278"
"33908","54497"
"33909","45720"
"33912","62849"
"33913","76209"
"33914","57458"
"33916","28930"
"33917","38959"
"33919","51834"
"33920","58815"
"33921","72000"
"33922","38115"
"33924","67000"
"33928","60494"
"33930","27825"
"33931","49329"
"33935","37042"
"33936","34780"
"33944","34205"
"33945","-"
"33946","63359"
"33947","46081"
"33948","41219"
"33950","51278"
"33952","36424"
"33953","52887"
"33954","52213"
"33955","48873"
"33956","45600"
"33957","97788"
"33960","33272"
"33965","-"
"33966","62553"
"33967","52903"
"33971","47606"
"33972","48245"
"33973","30430"
"33974","40537"
"33976","42794"
"33980","40854"
"33981","50017"
"33982","42177"
"33983","50726"
"33990","48245"
"33991","51549"
"33993","50643"
"34101","-"
"34102","69965"
"34103","74342"
"34104","47247"
"34105","73860"
"34108","73387"
"34109","53110"
"34110","68618"
"34112","46462"
"34113","46558"
"34114","56051"
"34116","41392"
"34117","57565"
"34119","75513"
"34120","63884"
"34134","70357"
"34135","52826"
"34137","20897"
"34138","37740"
"34139","21132"
"34140","24243"
"34141","-"
"34142","26350"
"34145","73031"
"34201","97974"
"34202","88667"
"34203","46676"
"34205","35921"
"34207","35050"
"34208","39168"
"34209","53196"
"34210","46914"
"34211","88632"
"34212","94524"
"34215","67630"
"34216","54583"
"34217","51236"
"34219","74658"
"34221","45179"
"34222","36935"
"34223","46404"
"34224","40148"
"34228","84403"
